6.0792,0.62408,-0.17324,0.32343,2.9818,1.6485,2.2905
5.5895,0.36919,-0.30472,0.25651,3.2812,1.7389,3.1252
5.7727,0.45564,-0.18347,0.7953,3.2382,1.1917,2.9016
6.0429,0.049456,-0.044144,1.1095,3.0398,1.5808,2.3233
5.9183,0.14245,-0.097159,1.0587,3.1654,1.4592,2.5477
5.8026,0.34191,-0.1597,0.52299,3.1724,1.6852,2.7247
